,Restaurant,Food_Name,Nutrients,Calories
52,Jack in the Box,Spicy Sriracha Burger,"[{'value': 33, 'attr_id': 203}, {'value': 45, 'attr_id': 204}, {'value': 38, 'attr_id': 205}, {'value': 680, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 1330, 'attr_id': 307}, {'value': 90, 'attr_id': 601}, {'value': 1.5, 'attr_id': 605}, {'value': 14, 'attr_id': 606}]",680
53,Jack in the Box,Stacked Grilled Cheese Burger Munchie Meal,"[{'value': 56, 'attr_id': 203}, {'value': 94, 'attr_id': 204}, {'value': 213, 'attr_id': 205}, {'value': 1890, 'attr_id': 208}, {'value': 79, 'attr_id': 269}, {'value': 13, 'attr_id': 291}, {'value': 3660, 'attr_id': 307}, {'value': 130, 'attr_id': 601}, {'value': 2.5, 'attr_id': 605}, {'value': 27, 'attr_id': 606}]",1890
54,Jack in the Box,Sriracha Curly Fry Burger Munchie Meal,"[{'value': 44, 'attr_id': 203}, {'value': 87, 'attr_id': 204}, {'value': 196, 'attr_id': 205}, {'value': 1720, 'attr_id': 208}, {'value': 75, 'attr_id': 269}, {'value': 11, 'attr_id': 291}, {'value': 2700, 'attr_id': 307}, {'value': 105, 'attr_id': 601}, {'value': 2.5, 'attr_id': 605}, {'value': 20, 'attr_id': 606}]",1720
55,Wendy's,Kids Hamburger,"[{'value': 13, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 24, 'attr_id': 205}, {'value': 240, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 350, 'attr_id': 307}, {'value': 40, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",240
56,Church's Chicken,Hamburger,"[{'value': 27, 'attr_id': 203}, {'value': 35, 'attr_id': 204}, {'value': 26, 'attr_id': 205}, {'value': 530, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 920, 'attr_id': 307}, {'value': 100, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 12, 'attr_id': 606}]",530
57,Sonic,Jr. Burger,"[{'value': 15, 'attr_id': 203}, {'value': 16, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 78, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 610, 'attr_id': 307}, {'value': 0, 'attr_id': 318}, {'value': 0, 'attr_id': 401}, {'value': 35, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",330
58,Sonic,Jr. Deluxe Burger,"[{'value': 15, 'attr_id': 203}, {'value': 21, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 380, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 78, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 540, 'attr_id': 307}, {'value': 200, 'attr_id': 318}, {'value': 2.4, 'attr_id': 401}, {'value': 35, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",380
59,Sonic,Kids Jr. Burger,"[{'value': 15, 'attr_id': 203}, {'value': 16, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 78, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 610, 'attr_id': 307}, {'value': 100, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 35, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",330
60,Sonic,Sonic Burger with Mayo,"[{'value': 27, 'attr_id': 203}, {'value': 34, 'attr_id': 204}, {'value': 53, 'attr_id': 205}, {'value': 620, 'attr_id': 208}, {'value': 11, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 5.4, 'attr_id': 303}, {'value': 850, 'attr_id': 307}, {'value': 400, 'attr_id': 318}, {'value': 6, 'attr_id': 401}, {'value': 70, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 9, 'attr_id': 606}]",620
61,Sonic,Sonic Burger with Mustard,"[{'value': 27, 'attr_id': 203}, {'value': 23, 'attr_id': 204}, {'value': 53, 'attr_id': 205}, {'value': 520, 'attr_id': 208}, {'value': 11, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 5.4, 'attr_id': 303}, {'value': 860, 'attr_id': 307}, {'value': 300, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 65, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",520
